choice id.cust week StoreID buyCH priceCH priceMM discountCH discountMM specialCH specialMM loyaltyCH loyaltyMM salepriceMM salepriceCH pricediff  store7 pctdiscMM pctdiscCH listpricediff store
MM	2127019	268	2	0	1.86	2.18	0	0	0	1	0.4	0.6	2.18	1.86	0.32	No	0	0	0.32	2
MM	2127019	269	2	0	1.86	2.18	0	0	0	0	0.32	0.68	2.18	1.86	0.32	No	0	0	0.32	2
CH	2127027	254	7	1	1.86	2.18	0	0	0	0	0.5	0.5	2.18	1.86	0.32	Yes	0	0	0.32	0
CH	2127027	257	7	1	1.86	2.18	0	0	0	0	0.6	0.4	2.18	1.86	0.32	Yes	0	0	0.32	0
CH	2127027	258	1	1	1.76	2.18	0	0	0	0	0.68	0.32	2.18	1.76	0.42	No	0	0	0.42	1
CH	2127027	259	7	1	1.86	2.18	0	0	0	0	0.744	0.256	2.18	1.86	0.32	Yes	0	0	0.32	0
CH	2127027	264	7	1	1.86	2.13	0.37	0	1	0	0.7952	0.2048	2.13	1.49	0.64	Yes	0	0.198925	0.27	0
CH	2127027	268	7	1	1.86	2.13	0	0	0	0	0.83616	0.16384	2.13	1.86	0.27	Yes	0	0	0.27	0
CH	2127027	269	7	1	1.86	2.13	0.27	0	1	0	0.868928	0.131072	2.13	1.59	0.54	Yes	0	0.145161	0.27	0
CH	2127027	271	7	1	1.86	2.13	0	0	0	0	0.895142	0.104858	2.13	1.86	0.27	Yes	0	0	0.27	0
CH	2127027	272	7	1	1.86	2.13	0	0	0	0	0.916114	0.083886	2.13	1.86	0.27	Yes	0	0	0.27	0
CH	2127027	274	7	1	1.86	2.13	0.47	0.54	1	0	0.932891	0.067109	1.59	1.39	0.2	Yes	0.253521	0.252688	0.27	0
CH	2127027	278	7	1	2.06	2.13	0	0	0	0	0.946313	0.053687	2.13	2.06	0.07	Yes	0	0	0.07	0
CH	2127191	246	2	1	1.89	2.09	0	0	0	0	0.5	0.5	2.09	1.89	0.2	No	0	0	0.2	2
CH	2127191	265	7	1	1.86	2.13	0.37	0	1	0	0.6	0.4	2.13	1.49	0.64	Yes	0	0.198925	0.27	0
MM	2127191	275	2	0	1.96	2.18	0	0.8	0	1	0.68	0.32	1.38	1.96	-0.58	No	0.366972	0	0.22	2
MM	2127548	232	2	0	1.69	1.69	0	0	1	0	0.68	0.32	1.69	1.69	0	No	0	0	0	2
CH	2127548	251	3	1	1.99	2.23	0	0	0	0	0.544	0.456	2.23	1.99	0.24	No	0	0	0.24	3
CH	2127548	256	3	1	1.99	2.29	0	0	0	0	0.6352	0.3648	2.29	1.99	0.3	No	0	0	0.3	3
CH	2127548	258	1	1	1.76	2.18	0	0	0	0	0.70816	0.29184	2.18	1.76	0.42	No	0	0	0.42	1
CH	2127688	277	1	1	1.99	2.13	0.24	0	0	0	0.7952	0.2048	2.13	1.75	0.38	No	0	0.120603	0.14	1
CH	2128058	271	4	1	1.99	2.09	0.1	0.4	1	0	0.4	0.6	1.69	1.89	-0.2	No	0.191388	0.050251	0.1	4
CH	2128231	227	4	1	1.79	1.79	0	0	0	1	0.920961	0.079039	1.79	1.79	0	No	0	0	0	4
CH	2128231	229	4	1	1.79	1.79	0	0	0	0	0.936769	0.063231	1.79	1.79	0	No	0	0	0	4
CH	2128231	230	4	1	1.79	1.79	0	0	0	0	0.949415	0.050585	1.79	1.79	0	No	0	0	0	4
CH	2128231	233	4	1	1.79	2.09	0	0	0	0	0.959532	0.040468	2.09	1.79	0.3	No	0	0	0.3	4
CH	2128231	236	4	1	1.79	2.09	0	0	0	0	0.967626	0.032374	2.09	1.79	0.3	No	0	0	0.3	4
MM	2128231	237	4	0	1.79	2.09	0	0	0	0	0.9741	0.0259	2.09	1.79	0.3	No	0	0	0.3	4
CH	2128231	240	4	1	1.79	2.23	0	0	0	0	0.77928	0.22072	2.23	1.79	0.44	No	0	0	0.44	4
CH	2128231	244	4	1	1.99	2.23	0	0	0	0	0.823424	0.176576	2.23	1.99	0.24	No	0	0	0.24	4
CH	2128231	245	4	1	1.99	2.23	0	0	0	0	0.858739	0.141261	2.23	1.99	0.24	No	0	0	0.24	4
CH	2128231	246	4	1	1.99	2.23	0	0	0	0	0.886992	0.113008	2.23	1.99	0.24	No	0	0	0.24	4
CH	2128231	247	4	1	1.99	2.23	0	0	0	0	0.909593	0.090407	2.23	1.99	0.24	No	0	0	0.24	4
MM	2128231	248	4	0	1.99	2.23	0	0	0	0	0.927675	0.072325	2.23	1.99	0.24	No	0	0	0.24	4
CH	2128231	249	4	1	1.99	2.23	0	0	0	0	0.74214	0.25786	2.23	1.99	0.24	No	0	0	0.24	4
CH	2128231	252	4	1	1.99	2.23	0	0	0	0	0.793712	0.206288	2.23	1.99	0.24	No	0	0	0.24	4
MM	2128231	254	4	0	1.99	2.29	0	0	1	0	0.834969	0.165031	2.29	1.99	0.3	No	0	0	0.3	4
CH	2128231	256	4	1	1.99	2.29	0	0	0	0	0.667976	0.332024	2.29	1.99	0.3	No	0	0	0.3	4
CH	2128231	256	4	1	1.99	2.29	0	0	0	0	0.73438	0.26562	2.29	1.99	0.3	No	0	0	0.3	4
CH	2128231	257	4	1	1.99	2.29	0	0.4	0	1	0.787504	0.212496	1.89	1.99	-0.1	No	0.174672	0	0.3	4
CH	2128231	258	4	1	1.99	2.29	0	0	0	0	0.830003	0.169997	2.29	1.99	0.3	No	0	0	0.3	4
CH	2128231	258	7	1	1.86	2.18	0	0	0	0	0.864003	0.135997	2.18	1.86	0.32	Yes	0	0	0.32	0
CH	2128231	259	4	1	1.99	2.29	0	0	0	0	0.891202	0.108798	2.29	1.99	0.3	No	0	0	0.3	4
CH	2128231	260	4	1	1.99	2.09	0	0	0	0	0.912962	0.087038	2.09	1.99	0.1	No	0	0	0.1	4
CH	2128231	263	4	1	1.99	2.09	0	0	0	0	0.930369	0.069631	2.09	1.99	0.1	No	0	0	0.1	4
MM	2128231	265	4	0	1.99	2.09	0.1	0	0	0	0.944296	0.055704	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2128231	265	4	1	1.99	2.09	0.1	0	0	0	0.755436	0.244564	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2128231	266	4	1	1.99	2.09	0.1	0	0	0	0.804349	0.195651	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2128231	267	4	1	1.99	2.09	0.1	0	0	0	0.843479	0.156521	2.09	1.89	0.2	No	0	0.050251	0.1	4
MM	2128231	269	4	0	1.99	2.09	0.1	0	0	0	0.874783	0.125217	2.09	1.89	0.2	No	0	0.050251	0.1	4
MM	2128231	270	4	0	1.99	2.09	0.1	0	0	0	0.699827	0.300173	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2128231	272	4	1	1.99	2.09	0	0.4	0	0	0.559861	0.440139	1.69	1.99	-0.3	No	0.191388	0	0.1	4
CH	2128231	272	4	1	1.99	2.09	0	0.4	0	0	0.647889	0.352111	1.69	1.99	-0.3	No	0.191388	0	0.1	4
CH	2128231	274	4	1	1.99	2.09	0	0.4	0	0	0.718311	0.281689	1.69	1.99	-0.3	No	0.191388	0	0.1	4
CH	2128231	275	4	1	2.09	2.09	0	0.4	0	0	0.774649	0.225351	1.69	2.09	-0.4	No	0.191388	0	0	4
CH	2128231	276	4	1	2.09	2.09	0.2	0.4	0	0	0.819719	0.180281	1.69	1.89	-0.2	No	0.191388	0.095694	0	4
CH	2128231	278	4	1	2.09	2.09	0.2	0	0	0	0.855775	0.144225	2.09	1.89	0.2	No	0	0.095694	0	4
CH	2128363	230	7	1	1.69	1.99	0	0	0	1	0.68	0.32	1.99	1.69	0.3	Yes	0	0	0.3	0
CH	2128363	238	4	1	1.79	2.09	0	0	0	0	0.744	0.256	2.09	1.79	0.3	No	0	0	0.3	4
CH	2128363	239	4	1	1.79	2.23	0	0	0	0	0.7952	0.2048	2.23	1.79	0.44	No	0	0	0.44	4
CH	2128363	251	4	1	1.99	2.23	0	0	0	0	0.83616	0.16384	2.23	1.99	0.24	No	0	0	0.24	4
CH	2128363	252	2	1	1.89	2.09	0.13	0	0	0	0.868928	0.131072	2.09	1.76	0.33	No	0	0.068783	0.2	2
CH	2128363	255	4	1	1.99	2.29	0	0	0	0	0.895142	0.104858	2.29	1.99	0.3	No	0	0	0.3	4
CH	2128363	263	4	1	1.99	2.09	0	0	0	0	0.916114	0.083886	2.09	1.99	0.1	No	0	0	0.1	4
CH	2128363	264	4	1	1.99	2.09	0.1	0	0	0	0.932891	0.067109	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2128363	269	4	1	1.99	2.09	0.1	0	0	0	0.946313	0.053687	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2128363	273	4	1	1.99	2.09	0	0.4	0	0	0.95705	0.04295	1.69	1.99	-0.3	No	0.191388	0	0.1	4
CH	2128363	275	4	1	2.09	2.09	0	0.4	0	0	0.96564	0.03436	1.69	2.09	-0.4	No	0.191388	0	0	4
CH	2128363	276	2	1	1.99	2.18	0	0	0	1	0.972512	0.027488	2.18	1.99	0.19	No	0	0	0.19	2
CH	2128363	277	4	1	2.09	2.09	0.2	0.4	0	0	0.97801	0.02199	1.69	1.89	-0.2	No	0.191388	0.095694	0	4
CH	2128389	252	4	1	1.99	2.23	0	0	0	0	0.68	0.32	2.23	1.99	0.24	No	0	0	0.24	4
CH	2128389	275	4	1	2.09	2.09	0	0.4	0	0	0.744	0.256	1.69	2.09	-0.4	No	0.191388	0	0	4
CH	2128389	277	3	1	2.09	2.09	0.2	0.4	0	0	0.7952	0.2048	1.69	1.89	-0.2	No	0.191388	0.095694	0	3
CH	2128769	237	4	1	1.79	2.09	0	0	0	0	0.5	0.5	2.09	1.79	0.3	No	0	0	0.3	4
CH	2128769	269	4	1	1.99	2.09	0.1	0	0	0	0.6	0.4	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2128785	242	4	1	1.99	2.23	0	0	0	0	0.5	0.5	2.23	1.99	0.24	No	0	0	0.24	4
CH	2128785	244	7	1	1.86	2.09	0	0.2	0	0	0.6	0.4	1.89	1.86	0.03	Yes	0.095694	0	0.23	0
CH	2129726	241	2	1	1.75	1.99	0	0.3	0	1	0.5	0.5	1.69	1.75	-0.06	No	0.150754	0	0.24	2
CH	2129726	277	2	1	1.99	2.18	0	0	0	0	0.6	0.4	2.18	1.99	0.19	No	0	0	0.19	2
CH	2129791	277	7	1	1.99	2.13	0.5	0	0	1	0.4	0.6	2.13	1.49	0.64	Yes	0	0.251256	0.14	0
CH	2129882	227	2	1	1.69	1.69	0	0	0	0	0.744	0.256	1.69	1.69	0	No	0	0	0	2
CH	2129882	229	2	1	1.69	1.69	0	0	0	0	0.7952	0.2048	1.69	1.69	0	No	0	0	0	2
CH	2129882	234	2	1	1.69	1.99	0	0	0	0	0.83616	0.16384	1.99	1.69	0.3	No	0	0	0.3	2
CH	2129882	236	2	1	1.75	1.99	0	0	0	0	0.868928	0.131072	1.99	1.75	0.24	No	0	0	0.24	2
CH	2129882	237	2	1	1.75	1.99	0	0	0	0	0.895142	0.104858	1.99	1.75	0.24	No	0	0	0.24	2
CH	2129882	240	2	1	1.75	1.99	0	0.3	0	1	0.916114	0.083886	1.69	1.75	-0.06	No	0.150754	0	0.24	2
MM	2129882	241	2	0	1.75	1.99	0	0.3	0	1	0.932891	0.067109	1.69	1.75	-0.06	No	0.150754	0	0.24	2
CH	2129882	243	2	1	1.86	2.09	0	0	0	1	0.746313	0.253687	2.09	1.86	0.23	No	0	0	0.23	2
CH	2129882	245	2	1	1.89	2.09	0	0	0	0	0.79705	0.20295	2.09	1.89	0.2	No	0	0	0.2	2
CH	2129882	245	1	1	1.86	2.09	0.17	0	0	0	0.83764	0.16236	2.09	1.69	0.4	No	0	0.091398	0.23	1
CH	2129882	248	2	1	1.89	2.09	0	0	0	0	0.870112	0.129888	2.09	1.89	0.2	No	0	0	0.2	2
CH	2129882	248	2	1	1.89	2.09	0	0	0	0	0.89609	0.10391	2.09	1.89	0.2	No	0	0	0.2	2
CH	2129882	249	2	1	1.89	2.09	0	0	0	0	0.916872	0.083128	2.09	1.89	0.2	No	0	0	0.2	2
CH	2129882	249	1	1	1.86	2.09	0	0	0	0	0.933497	0.066503	2.09	1.86	0.23	No	0	0	0.23	1
MM	2129882	251	3	0	1.99	2.23	0	0	0	0	0.946798	0.053202	2.23	1.99	0.24	No	0	0	0.24	3
CH	2129882	253	2	1	1.89	2.09	0.13	0	0	0	0.757438	0.242562	2.09	1.76	0.33	No	0	0.068783	0.2	2
CH	2129882	254	2	1	1.89	2.09	0.13	0	0	0	0.805951	0.194049	2.09	1.76	0.33	No	0	0.068783	0.2	2
CH	2129882	255	2	1	1.89	2.18	0.13	0	0	0	0.844761	0.155239	2.18	1.76	0.42	No	0	0.068783	0.29	2
CH	2129882	257	3	1	1.99	2.29	0	0.4	0	1	0.875808	0.124192	1.89	1.99	-0.1	No	0.174672	0	0.3	3
CH	2129882	257	2	1	1.86	2.18	0	0	0	0	0.900647	0.099353	2.18	1.86	0.32	No	0	0	0.32	2
CH	2129882	258	2	1	1.86	2.18	0	0	0	0	0.920517	0.079483	2.18	1.86	0.32	No	0	0	0.32	2
CH	2129882	259	3	1	1.99	2.29	0	0	0	0	0.936414	0.063586	2.29	1.99	0.3	No	0	0	0.3	3
CH	2129882	259	2	1	1.86	2.18	0	0.4	0	1	0.949131	0.050869	1.78	1.86	-0.08	No	0.183486	0	0.32	2
CH	2129882	260	2	1	1.86	2.18	0	0.7	0	0	0.959305	0.040695	1.48	1.86	-0.38	No	0.321101	0	0.32	2
CH	2129882	261	1	1	1.76	1.99	0	0	0	0	0.967444	0.032556	1.99	1.76	0.23	No	0	0	0.23	1
CH	2129882	261	2	1	1.86	2.18	0	0	0	0	0.973955	0.026045	2.18	1.86	0.32	No	0	0	0.32	2
CH	2129882	263	2	1	1.86	2.18	0	0	0	1	0.979164	0.020836	2.18	1.86	0.32	No	0	0	0.32	2
MM	2129882	264	2	0	1.86	2.18	0	0	0	0	0.983331	0.016669	2.18	1.86	0.32	No	0	0	0.32	2
CH	2129882	265	2	1	1.86	2.18	0	0	0	0	0.786665	0.213335	2.18	1.86	0.32	No	0	0	0.32	2
CH	2129882	266	1	1	1.86	1.99	0	0.1	0	0	0.829332	0.170668	1.89	1.86	0.03	No	0.050251	0	0.13	1
CH	2129882	266	2	1	1.86	2.18	0	0	0	0	0.863466	0.136534	2.18	1.86	0.32	No	0	0	0.32	2
CH	2129882	267	2	1	1.86	2.18	0	0.4	0	1	0.890772	0.109228	1.78	1.86	-0.08	No	0.183486	0	0.32	2
CH	2129882	270	2	1	1.86	2.18	0	0	0	0	0.912618	0.087382	2.18	1.86	0.32	No	0	0	0.32	2
CH	2129882	270	1	1	1.86	2.18	0	0	0	0	0.930094	0.069906	2.18	1.86	0.32	No	0	0	0.32	1
CH	2129882	271	2	1	1.86	2.18	0	0.06	0	0	0.944076	0.055924	2.12	1.86	0.26	No	0.027523	0	0.32	2
CH	2129882	272	2	1	1.86	2.18	0	0.06	0	0	0.95526	0.04474	2.12	1.86	0.26	No	0.027523	0	0.32	2
CH	2129882	273	7	1	1.86	2.13	0	0.54	0	0	0.964208	0.035792	1.59	1.86	-0.27	Yes	0.253521	0	0.27	0
CH	2129882	273	1	1	1.86	2.18	0	0	0	0	0.971367	0.028633	2.18	1.86	0.32	No	0	0	0.32	1
CH	2129882	274	2	1	1.96	2.18	0	0.8	0	1	0.977093	0.022907	1.38	1.96	-0.58	No	0.366972	0	0.22	2
CH	2129882	275	2	1	1.96	2.18	0	0.8	0	1	0.981675	0.018325	1.38	1.96	-0.58	No	0.366972	0	0.22	2
CH	2129882	276	7	1	1.99	2.13	0	0.54	0	1	0.98534	0.01466	1.59	1.99	-0.4	Yes	0.253521	0	0.14	0
CH	2129882	278	2	1	1.99	2.18	0	0	0	0	0.988272	0.011728	2.18	1.99	0.19	No	0	0	0.19	2
CH	2129908	242	3	1	1.99	2.23	0	0	0	0	0.6	0.4	2.23	1.99	0.24	No	0	0	0.24	3
CH	2130039	237	1	1	1.75	1.99	0	0	0	0	0.52	0.48	1.99	1.75	0.24	No	0	0	0.24	1
CH	2130153	251	4	1	1.99	2.23	0	0	0	0	0.5	0.5	2.23	1.99	0.24	No	0	0	0.24	4
MM	2130153	255	4	0	1.99	2.29	0	0	0	0	0.6	0.4	2.29	1.99	0.3	No	0	0	0.3	4
MM	2130153	261	7	0	1.86	2.13	0	0.24	0	0	0.48	0.52	1.89	1.86	0.03	Yes	0.112676	0	0.27	0
CH	2130153	277	4	1	2.09	2.09	0.2	0.4	0	0	0.384	0.616	1.69	1.89	-0.2	No	0.191388	0.095694	0	4
MM	2130856	233	7	0	1.75	1.99	0	0.4	1	0	0.5	0.5	1.59	1.75	-0.16	Yes	0.201005	0	0.24	0
MM	2130856	236	7	0	1.75	1.99	0	0.4	0	0	0.4	0.6	1.59	1.75	-0.16	Yes	0.201005	0	0.24	0
MM	2130856	243	7	0	1.86	2.09	0	0.2	0	0	0.32	0.68	1.89	1.86	0.03	Yes	0.095694	0	0.23	0
MM	2130856	244	7	0	1.86	2.09	0	0.2	0	0	0.256	0.744	1.89	1.86	0.03	Yes	0.095694	0	0.23	0
MM	2130856	245	7	0	1.86	2.09	0	0.2	0	0	0.2048	0.7952	1.89	1.86	0.03	Yes	0.095694	0	0.23	0
MM	2130856	252	7	0	1.86	2.09	0.1	0	0	0	0.16384	0.83616	2.09	1.76	0.33	Yes	0	0.053763	0.23	0
MM	2130856	277	7	0	1.99	2.13	0.5	0	0	1	0.131072	0.868928	2.13	1.49	0.64	Yes	0	0.251256	0.14	0
CH	2131060	228	4	1	1.79	1.79	0	0	0	0	0.83616	0.16384	1.79	1.79	0	No	0	0	0	4
CH	2131060	230	3	1	1.79	1.79	0	0	0	0	0.868928	0.131072	1.79	1.79	0	No	0	0	0	3
CH	2131060	231	3	1	1.79	1.79	0	0	0	0	0.895142	0.104858	1.79	1.79	0	No	0	0	0	3
CH	2131060	233	1	1	1.69	1.99	0	0	0	0	0.916114	0.083886	1.99	1.69	0.3	No	0	0	0.3	1
CH	2131060	263	4	1	1.99	2.09	0	0	0	0	0.932891	0.067109	2.09	1.99	0.1	No	0	0	0.1	4
CH	2131060	264	4	1	1.99	2.09	0.1	0	0	0	0.946313	0.053687	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2131060	265	4	1	1.99	2.09	0.1	0	0	0	0.95705	0.04295	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2131060	266	4	1	1.99	2.09	0.1	0	0	0	0.96564	0.03436	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2131060	267	4	1	1.99	2.09	0.1	0	0	0	0.972512	0.027488	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2131060	269	4	1	1.99	2.09	0.1	0	0	0	0.97801	0.02199	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2131060	270	1	1	1.86	2.18	0	0	0	0	0.982408	0.017592	2.18	1.86	0.32	No	0	0	0.32	1
CH	2131060	271	4	1	1.99	2.09	0.1	0.4	1	0	0.985926	0.014074	1.69	1.89	-0.2	No	0.191388	0.050251	0.1	4
CH	2131060	272	4	1	1.99	2.09	0	0.4	0	0	0.988741	0.011259	1.69	1.99	-0.3	No	0.191388	0	0.1	4
CH	2131060	274	4	1	1.99	2.09	0	0.4	0	0	0.990993	0.009007	1.69	1.99	-0.3	No	0.191388	0	0.1	4
CH	2131060	276	4	1	2.09	2.09	0.2	0.4	0	0	0.992794	0.007206	1.69	1.89	-0.2	No	0.191388	0.095694	0	4
CH	2131060	277	4	1	2.09	2.09	0.2	0.4	0	0	0.994235	0.005765	1.69	1.89	-0.2	No	0.191388	0.095694	0	4
CH	2131060	278	3	1	2.09	2.09	0.2	0	0	0	0.995388	0.004612	2.09	1.89	0.2	No	0	0.095694	0	3
CH	2131367	269	2	1	1.86	2.18	0	0	0	0	0.6	0.4	2.18	1.86	0.32	No	0	0	0.32	2
CH	2131631	229	7	1	1.69	1.69	0	0.2	0	1	0.95705	0.04295	1.49	1.69	-0.2	Yes	0.118343	0	0	0
CH	2131631	230	7	1	1.69	1.99	0	0	0	1	0.96564	0.03436	1.99	1.69	0.3	Yes	0	0	0.3	0
CH	2131631	231	4	1	1.79	1.79	0	0	0	0	0.972512	0.027488	1.79	1.79	0	No	0	0	0	4
CH	2131631	233	4	1	1.79	2.09	0	0	0	0	0.97801	0.02199	2.09	1.79	0.3	No	0	0	0.3	4
CH	2131631	239	7	1	1.79	2.09	0	0	0	0	0.982408	0.017592	2.09	1.79	0.3	Yes	0	0	0.3	0
CH	2131631	240	4	1	1.79	2.23	0	0	0	0	0.985926	0.014074	2.23	1.79	0.44	No	0	0	0.44	4
CH	2131631	242	7	1	1.86	2.09	0	0	0	0	0.988741	0.011259	2.09	1.86	0.23	Yes	0	0	0.23	0
CH	2131631	243	4	1	1.99	2.23	0	0	0	0	0.990993	0.009007	2.23	1.99	0.24	No	0	0	0.24	4
CH	2131631	244	7	1	1.86	2.09	0	0.2	0	0	0.992794	0.007206	1.89	1.86	0.03	Yes	0.095694	0	0.23	0
CH	2131631	246	4	1	1.99	2.23	0	0	0	0	0.994235	0.005765	2.23	1.99	0.24	No	0	0	0.24	4
CH	2131631	249	4	1	1.99	2.23	0	0	0	0	0.995388	0.004612	2.23	1.99	0.24	No	0	0	0.24	4
CH	2131631	250	7	1	1.86	2.09	0	0	0	0	0.996311	0.003689	2.09	1.86	0.23	Yes	0	0	0.23	0
CH	2131631	251	4	1	1.99	2.23	0	0	0	0	0.997049	0.002951	2.23	1.99	0.24	No	0	0	0.24	4
CH	2131631	254	4	1	1.99	2.29	0	0	1	0	0.997639	0.002361	2.29	1.99	0.3	No	0	0	0.3	4
CH	2131631	255	4	1	1.99	2.29	0	0	0	0	0.998111	0.001889	2.29	1.99	0.3	No	0	0	0.3	4
CH	2131631	257	4	1	1.99	2.29	0	0.4	0	1	0.998489	0.001511	1.89	1.99	-0.1	No	0.174672	0	0.3	4
CH	2131631	260	4	1	1.99	2.09	0	0	0	0	0.998791	0.001209	2.09	1.99	0.1	No	0	0	0.1	4
CH	2131631	261	4	1	1.99	2.09	0	0	0	0	0.999033	0.000967	2.09	1.99	0.1	No	0	0	0.1	4
CH	2131631	262	4	1	1.99	2.09	0	0	0	0	0.999226	0.000774	2.09	1.99	0.1	No	0	0	0.1	4
CH	2131631	264	4	1	1.99	2.09	0.1	0	0	0	0.999381	0.000619	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2131631	265	4	1	1.99	2.09	0.1	0	0	0	0.999505	0.000495	2.09	1.89	0.2	No	0	0.050251	0.1	4
CH	2131631	266	7	1	1.86	2.13	0.37	0	1	0	0.999604	0.000396	2.13	1.49	0.64	Yes	0	0.198925	0.27	0
CH	2131631	267	7	1	1.86	2.13	0	0	1	0	0.999683	0.000317	2.13	1.86	0.27	Yes	0	0	0.27	0
CH	2131631	269	7	1	1.86	2.13	0.27	0	1	0	0.999746	0.000254	2.13	1.59	0.54	Yes	0	0.145161	0.27	0
CH	2131631	271	4	1	1.99	2.09	0.1	0.4	1	0	0.999797	0.000203	1.69	1.89	-0.2	No	0.191388	0.050251	0.1	4
CH	2131631	272	4	1	1.99	2.09	0	0.4	0	0	0.999838	0.000162	1.69	1.99	-0.3	No	0.191388	0	0.1	4
CH	2131631	274	4	1	1.99	2.09	0	0.4	0	0	0.99987	0.00013	1.69	1.99	-0.3	No	0.191388	0	0.1	4
CH	2131631	275	7	1	1.99	2.13	0	0.54	1	0	0.999896	0.000104	1.59	1.99	-0.4	Yes	0.253521	0	0.14	0
CH	2131631	276	4	1	2.09	2.09	0.2	0.4	0	0	0.999917	0.000083	1.69	1.89	-0.2	No	0.191388	0.095694	0	4
CH	2131631	277	7	1	1.99	2.13	0.5	0	0	1	0.999934	0.000066	2.13	1.49	0.64	Yes	0	0.251256	0.14	0
CH	2131631	278	4	1	2.09	2.09	0.2	0	0	0	0.999947	0.000053	2.09	1.89	0.2	No	0	0.095694	0	4
MM	2132936	229	7	0	1.69	1.69	0	0.2	0	1	0.68	0.32	1.49	1.69	-0.2	Yes	0.118343	0	0	0
CH	2132936	230	7	1	1.69	1.99	0	0	0	1	0.544	0.456	1.99	1.69	0.3	Yes	0	0	0.3	0
CH	2132936	231	7	1	1.69	1.99	0	0	0	0	0.6352	0.3648	1.99	1.69	0.3	Yes	0	0	0.3	0
CH	2132936	233	7	1	1.75	1.99	0	0.4	1	0	0.70816	0.29184	1.59	1.75	-0.16	Yes	0.201005	0	0.24	0
CH	2132936	237	7	1	1.75	1.99	0	0.4	0	0	0.766528	0.233472	1.59	1.75	-0.16	Yes	0.201005	0	0.24	0
CH	2132936	241	7	1	1.86	2.09	0	0	0	0	0.813222	0.186778	2.09	1.86	0.23	Yes	0	0	0.23	0
CH	2132936	242	7	1	1.86	2.09	0	0	0	0	0.850578	0.149422	2.09	1.86	0.23	Yes	0	0	0.23	0
CH	2132936	253	7	1	1.86	2.09	0.1	0	0	0	0.880462	0.119538	2.09	1.76	0.33	Yes	0	0.053763	0.23	0
CH	2132936	256	7	1	1.86	2.18	0	0	0	0	0.90437	0.09563	2.18	1.86	0.32	Yes	0	0	0.32	0
